Year,Node,Coherence_G,Capacity_G,Stress_G,Abstraction_G,Coherence_K,Capacity_K,Stress_K,Abstraction_K,Society
1998,Flow,9,9,3,10,9,9.0,3,8,Finland
1998,Hands,8,8,4,7,8,8.0,3,7,Finland
1998,Helm,9,9,2,9,8,8.0,4,8,Finland
1998,Lore,9,9,2,10,9,9.0,3,9,Finland
1998,Shield,8,8,3,8,8,8.0,4,7,Finland
1998,Stewards,8,8,3,8,9,9.0,3,8,Finland
1999,Archive,9,9,2,9,9,9.0,3,9,Finland
1999,Craft,9,9,2,10,9,9.0,3,8,Finland
1999,Flow,9,9,2,10,9,9.0,3,8,Finland
1999,Hands,8,8,3,7,8,8.0,3,7,Finland
1999,Helm,9,9,2,9,8,8.0,4,8,Finland
1999,Lore,9,9,2,10,9,9.0,3,9,Finland
1999,Shield,8,8,3,8,8,8.0,4,7,Finland
1999,Stewards,8,9,2,9,9,9.0,3,8,Finland
2000,Archive,9,9,2,9,9,9.0,3,9,Finland
2000,Craft,9,10,2,10,9,9.0,3,8,Finland
2000,Flow,9,10,2,10,9,9.0,3,8,Finland
2000,Hands,8,8,3,7,8,8.0,3,7,Finland
2000,Helm,9,9,2,9,8,8.0,4,8,Finland
2000,Lore,9,10,2,10,9,9.0,3,9,Finland
2000,Shield,8,8,3,8,8,8.0,4,7,Finland
2000,Stewards,9,9,2,9,9,9.0,3,8,Finland
2001,Archive,9,9,2,9,9,9.0,3,9,Finland
2001,Craft,8,9,4,10,9,9.0,3,8,Finland
2001,Flow,8,8,4,10,9,9.0,3,8,Finland
2001,Hands,8,8,3,7,8,8.0,3,7,Finland
2001,Helm,9,9,2,9,8,8.0,4,8,Finland
2001,Lore,9,10,2,10,9,9.0,3,9,Finland
2001,Shield,8,8,3,8,8,8.0,4,7,Finland
2001,Stewards,8,8,4,9,9,9.0,3,8,Finland
2002,Archive,9,9,2,10,9,9.0,3,9,Finland
2002,Craft,8,9,4,10,9,9.0,3,8,Finland
2002,Flow,8,8,3,10,9,9.0,3,8,Finland
2002,Hands,8,8,3,7,8,8.0,3,7,Finland
2002,Helm,9,9,2,9,8,8.0,4,8,Finland
2002,Lore,9,10,2,10,9,9.0,3,9,Finland
2002,Shield,8,8,3,8,8,8.0,4,7,Finland
2002,Stewards,8,9,3,9,9,9.0,3,8,Finland
2003,Archive,9,9,2,10,9,9.0,3,9,Finland
2003,Craft,9,9,3,10,9,9.0,3,8,Finland
2003,Flow,9,9,3,10,9,9.0,3,8,Finland
2003,Hands,8,8,3,7,8,8.0,3,7,Finland
2003,Helm,8,9,2,9,8,8.0,4,8,Finland
2003,Lore,9,10,2,10,9,9.0,3,9,Finland
2003,Shield,8,8,3,8,8,8.0,4,7,Finland
2003,Stewards,9,9,3,9,9,9.0,3,8,Finland
2004,Archive,9,9,2,10,9,9.0,3,9,Finland
2004,Craft,9,9,2,10,9,9.0,3,8,Finland
2004,Flow,9,9,2,10,9,9.0,3,8,Finland
2004,Hands,8,8,3,7,8,8.0,3,7,Finland
2004,Helm,9,9,2,9,8,8.0,4,8,Finland
2004,Lore,9,10,2,10,9,9.0,3,9,Finland
2004,Shield,8,8,3,8,8,8.0,4,7,Finland
2004,Stewards,9,9,2,9,9,9.0,3,8,Finland
2005,Archive,9,9,2,10,9,9.0,3,9,Finland
2005,Craft,9,9,2,10,9,9.0,3,8,Finland
2005,Flow,9,9,2,10,9,9.0,3,8,Finland
2005,Hands,8,8,3,8,8,8.0,3,7,Finland
2005,Helm,9,9,2,9,8,8.0,4,8,Finland
2005,Lore,9,10,2,10,9,9.0,3,9,Finland
2005,Shield,8,9,3,8,8,8.0,4,7,Finland
2005,Stewards,9,9,2,9,9,9.0,3,8,Finland
2006,Archive,9,10,2,10,9,9.0,3,9,Finland
2006,Craft,9,10,2,10,9,9.0,3,8,Finland
2006,Flow,9,10,2,10,9,9.0,3,8,Finland
2006,Hands,8,8,3,8,8,8.0,3,7,Finland
2006,Helm,9,9,2,9,8,8.0,4,8,Finland
2006,Lore,10,10,2,10,9,9.0,3,9,Finland
2006,Shield,8,9,3,8,8,8.0,4,7,Finland
2006,Stewards,9,9,2,9,9,9.0,3,8,Finland
2007,Archive,9,10,2,10,9,9.0,3,9,Finland
2007,Craft,9,10,2,10,9,9.0,3,8,Finland
2007,Flow,9,10,2,10,9,9.0,3,8,Finland
2007,Hands,8,9,3,8,8,8.0,3,7,Finland
2007,Helm,9,9,2,9,8,8.0,4,8,Finland
2007,Lore,10,10,2,10,9,9.0,3,9,Finland
2007,Shield,8,9,3,8,8,8.0,4,7,Finland
2007,Stewards,9,10,2,9,9,9.0,3,8,Finland
2008,Archive,9,10,2,10,9,9.0,5,9,Finland
2008,Craft,8,9,4,10,8,8.0,7,8,Finland
2008,Flow,7,8,6,10,8,8.0,7,8,Finland
2008,Hands,8,8,4,8,7,7.0,7,7,Finland
2008,Helm,9,9,3,9,7,7.0,7,8,Finland
2008,Lore,10,10,3,10,9,9.0,5,9,Finland
2008,Shield,8,9,3,8,8,8.0,6,7,Finland
2008,Stewards,8,9,5,9,8,8.0,7,8,Finland
2009,Archive,9,10,2,10,8,8.0,8,9,Finland
2009,Craft,7,6,8,9,6,6.0,10,7,Finland
2009,Flow,6,5,9,9,6,6.0,10,7,Finland
2009,Hands,7,6,7,7,6,6.0,9,6,Finland
2009,Helm,9,8,5,9,6,6.0,9,7,Finland
2009,Lore,10,9,4,10,8,8.0,8,9,Finland
2009,Shield,8,9,3,8,7,7.0,9,7,Finland
2009,Stewards,7,7,8,8,6,6.0,10,7,Finland
2010,Archive,9,9,2,10,8,8.0,7,9,Finland
2010,Craft,7,6,7,9,6,7.0,8,8,Finland
2010,Flow,6,6,8,9,6,7.0,8,8,Finland
2010,Hands,7,6,7,7,6,6.0,8,6,Finland
2010,Helm,8,8,5,9,6,6.0,8,7,Finland
2010,Lore,9,9,4,10,8,8.0,7,9,Finland
2010,Shield,8,9,3,8,7,7.0,8,7,Finland
2010,Stewards,7,7,7,8,6,7.0,8,8,Finland
2011,Archive,9,9,2,10,8,8.0,7,9,Finland
2011,Craft,7,6,7,9,6,6.0,9,7,Finland
2011,Flow,6,5,8,9,6,6.0,9,7,Finland
2011,Hands,7,6,7,7,5,6.0,9,6,Finland
2011,Helm,7,7,6,9,6,6.0,8,7,Finland
2011,Lore,9,8,5,10,8,8.0,7,9,Finland
2011,Shield,8,9,3,8,7,7.0,8,7,Finland
2011,Stewards,7,6,8,8,6,6.0,9,7,Finland
2012,Archive,9,9,2,10,8,8.0,7,8,Finland
2012,Craft,6,5,8,9,5,6.0,9,7,Finland
2012,Flow,5,4,9,9,5,6.0,9,7,Finland
2012,Hands,6,6,8,7,5,5.0,9,6,Finland
2012,Helm,7,7,6,9,6,6.0,8,7,Finland
2012,Lore,9,8,5,10,8,8.0,7,8,Finland
2012,Shield,8,9,3,8,7,7.0,8,7,Finland
2012,Stewards,6,6,8,8,5,6.0,9,7,Finland
2013,Archive,9,9,3,10,7,8.0,7,8,Finland
2013,Craft,6,5,8,9,5,5.0,9,7,Finland
2013,Flow,5,4,9,9,5,5.0,9,7,Finland
2013,Hands,6,6,8,7,5,5.0,9,5,Finland
2013,Helm,7,7,6,9,6,6.0,8,7,Finland
2013,Lore,8,8,5,10,7,8.0,7,8,Finland
2013,Shield,8,9,3,8,7,7.0,8,7,Finland
2013,Stewards,6,6,8,8,5,5.0,9,7,Finland
2014,Archive,9,9,3,10,7,8.0,7,8,Finland
2014,Craft,6,6,7,9,6,6.0,8,7,Finland
2014,Flow,6,5,8,9,6,6.0,8,7,Finland
2014,Hands,6,6,8,7,5,6.0,8,6,Finland
2014,Helm,7,7,6,9,6,6.0,8,7,Finland
2014,Lore,8,8,5,10,7,8.0,7,8,Finland
2014,Shield,9,9,4,9,7,7.0,8,7,Finland
2014,Stewards,6,6,7,8,6,6.0,8,7,Finland
2015,Archive,9,9,3,10,8,8.0,6,8,Finland
2015,Craft,7,7,6,9,7,7.0,7,8,Finland
2015,Flow,7,6,7,9,7,7.0,7,8,Finland
2015,Hands,6,6,8,7,6,7.0,7,7,Finland
2015,Helm,8,7,5,9,7,7.0,6,8,Finland
2015,Lore,8,8,4,9,8,8.0,6,8,Finland
2015,Shield,9,9,4,9,7,8.0,6,7,Finland
2015,Stewards,7,7,6,8,7,7.0,7,8,Finland
2016,Archive,9,9,3,10,8,8.0,5,8,Finland
2016,Craft,7,7,5,9,7,8.0,6,8,Finland
2016,Flow,7,7,6,9,7,8.0,6,8,Finland
2016,Hands,7,7,6,7,7,7.0,6,7,Finland
2016,Helm,8,8,4,9,7,7.0,6,8,Finland
2016,Lore,8,8,4,9,8,8.0,5,8,Finland
2016,Shield,9,9,3,9,8,8.0,5,7,Finland
2016,Stewards,7,7,5,8,7,8.0,6,8,Finland
2017,Archive,9,9,2,10,8,8.0,5,8,Finland
2017,Craft,8,8,4,9,8,8.0,5,8,Finland
2017,Flow,8,8,4,9,8,8.0,5,8,Finland
2017,Hands,7,7,5,7,7,8.0,5,7,Finland
2017,Helm,8,8,3,9,7,8.0,5,8,Finland
2017,Lore,8,9,3,10,8,8.0,5,8,Finland
2017,Shield,9,9,3,9,8,8.0,5,7,Finland
2017,Stewards,8,8,4,8,8,8.0,5,8,Finland
2018,Archive,9,10,2,10,8,8.0,4,8,Finland
2018,Craft,8,9,3,9,9,9.0,3,8,Finland
2018,Flow,8,9,3,10,9,9.0,3,8,Finland
2018,Hands,8,8,4,7,8,8.0,4,7,Finland
2018,Helm,8,9,3,9,8,8.0,4,8,Finland
2018,Lore,9,9,3,10,8,8.0,4,8,Finland
2018,Shield,9,9,2,9,8,8.0,4,7,Finland
2018,Stewards,8,9,3,9,9,9.0,3,8,Finland
2019,Archive,9,10,2,10,8,8.0,4,8,Finland
2019,Craft,8,9,3,9,9,9.0,3,8,Finland
2019,Flow,8,9,3,9,9,9.0,3,8,Finland
2019,Hands,8,8,3,7,8,8.0,4,7,Finland
2019,Helm,8,8,3,8,8,8.0,4,8,Finland
2019,Lore,9,9,3,10,8,8.0,4,8,Finland
2019,Shield,8,9,2,8,8,8.0,4,7,Finland
2019,Stewards,8,8,3,8,9,9.0,3,8,Finland
2020,Archive,10,10,3,10,8,8.0,7,8,Finland
2020,Craft,7,7,6,9,7,7.0,8,7,Finland
2020,Flow,6,6,8,9,7,7.0,8,7,Finland
2020,Hands,6,6,8,7,7,7.0,8,6,Finland
2020,Helm,9,8,5,9,7,7.0,8,8,Finland
2020,Lore,10,9,3,10,8,8.0,7,8,Finland
2020,Shield,9,9,3,9,8,8.0,7,7,Finland
2020,Stewards,7,7,7,8,7,7.0,8,7,Finland
2021,Archive,10,10,2,10,8,8.0,5,8,Finland
2021,Craft,8,8,4,9,8,8.0,5,8,Finland
2021,Flow,7,7,5,9,8,8.0,5,8,Finland
2021,Hands,7,7,6,7,8,8.0,5,7,Finland
2021,Helm,9,8,4,9,8,8.0,5,8,Finland
2021,Lore,10,9,3,10,8,8.0,5,8,Finland
2021,Shield,9,9,3,9,8,8.0,5,7,Finland
2021,Stewards,8,8,4,8,8,8.0,5,8,Finland
2022,Archive,10,10,2,10,8,8.0,5,8,Finland
2022,Craft,8,8,4,9,8,8.0,5,8,Finland
2022,Flow,6,6,7,9,8,8.0,5,8,Finland
2022,Hands,7,7,5,7,7,8.0,6,7,Finland
2022,Helm,9,9,3,10,8,8.0,5,8,Finland
2022,Lore,9,9,3,10,8,8.0,5,8,Finland
2022,Shield,10,10,3,10,8,8.0,5,8,Finland
2022,Stewards,7,7,6,8,8,8.0,5,8,Finland
2023,Archive,10,10,2,10,8,8.0,5,8,Finland
2023,Craft,8,8,4,9,7,7.0,7,7,Finland
2023,Flow,7,7,5,9,7,7.0,7,7,Finland
2023,Hands,6,7,7,7,7,7.0,7,6,Finland
2023,Helm,8,8,4,9,8,8.0,5,8,Finland
2023,Lore,9,9,3,10,8,8.0,5,8,Finland
2023,Shield,10,10,2,10,9,9.0,4,8,Finland
2023,Stewards,6,7,6,8,7,7.0,7,7,Finland
2024,Archive,10,10,2,10,8,8.0,5,8,Finland
2024,Craft,8,8,4,9,7,7.0,7,7,Finland
2024,Flow,7,7,5,9,7,7.0,7,7,Finland
2024,Hands,5,6,8,7,6,7.0,8,6,Finland
2024,Helm,6,7,6,9,8,8.0,5,8,Finland
2024,Lore,8,8,4,9,8,8.0,5,8,Finland
2024,Shield,10,10,3,10,9,9.0,4,8,Finland
2024,Stewards,5,6,7,8,7,7.0,7,7,Finland
2025,Archive,10,10,2,10,8,8.0,5,8,Finland
2025,Craft,8,9,3,10,7,7.0,7,7,Finland
2025,Flow,8,8,4,9,7,7.0,7,7,Finland
2025,Hands,6,7,6,7,6,7.0,8,6,Finland
2025,Helm,7,8,5,9,8,8.0,5,8,Finland
2025,Lore,9,9,3,10,7,8.0,6,8,Finland
2025,Shield,10,10,2,10,9,9.0,4,8,Finland
2025,Stewards,6,7,5,8,7,7.0,7,7,Finland
